date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality,year,month,day,day_of_week,week_of_year,promotion_flag
2022-03-22,S008,P0008,Toys,South,79,60,100,59.71,46.15,15,Sunny,1,45.58,Summer,2022,3,22,1,12,1
2022-01-20,S002,P0023,Furniture,South,83,15,72,30.93,58.64,15,Cloudy,1,53.52,Winter,2022,1,20,3,3,1
2022-01-07,S009,P0058,Clothing,South,92,84,134,40.5,91.87,15,Cloudy,0,89.12,Winter,2022,1,7,4,1,0
2022-03-27,S010,P0007,Furniture,North,449,17,151,57.64,35.46,15,Snowy,0,33.82,Spring,2022,3,27,6,12,0
2022-04-01,S004,P0089,Clothing,North,244,105,174,85.29,36.92,10,Snowy,0,31.83,Winter,2022,4,1,4,13,0
2022-01-18,S002,P0029,Clothing,West,54,27,111,37.08,58.67,20,Cloudy,1,50.43,Summer,2022,1,18,1,3,1
2022-03-05,S009,P0018,Clothing,South,375,10,152,-18.68,61.0,20,Cloudy,0,61.06,Spring,2022,3,5,5,9,0
2022-04-18,S006,P0053,Clothing,North,350,82,45,78.17,121.92,5,Sunny,1,126.6,Spring,2022,4,18,0,16,1
2022-03-02,S006,P0017,Toys,East,288,65,113,57.42,10.36,5,Snowy,1,11.5,Autumn,2022,3,2,2,9,1
2022-04-02,S008,P0045,Groceries,East,57,44,199,22.81,39.31,15,Sunny,0,37.78,Summer,2022,4,2,5,13,0
2022-03-11,S005,P0032,Clothing,South,263,23,47,10.47,114.65,10,Sunny,0,98.71,Summer,2022,3,11,4,10,0
2022-04-03,S001,P0090,Electronics,East,361,16,22,-27.84,135.33,10,Snowy,1,135.8,Autumn,2022,4,3,6,13,1
2022-03-29,S001,P0064,Furniture,West,288,283,57,250.87,47.69,0,Cloudy,1,45.93,Autumn,2022,3,29,1,13,1
2022-01-16,S002,P0009,Electronics,North,251,48,36,52.07,39.6,20,Snowy,1,37.55,Summer,2022,1,16,6,2,1
2022-01-19,S002,P0009,Furniture,West,349,34,164,27.0,59.71,5,Rainy,0,62.38,Winter,2022,1,19,2,3,0
2022-02-24,S003,P0055,Furniture,South,195,120,130,77.79,113.16,0,Sunny,1,115.12,Summer,2022,2,24,3,8,1
2022-01-31,S008,P0042,Groceries,North,473,378,102,347.54,135.95,15,Snowy,1,140.34,Autumn,2022,1,31,0,5,1
2022-02-24,S007,P0087,Electronics,North,338,159,40,149.84,32.5,15,Snowy,1,29.44,Autumn,2022,2,24,3,8,1
2022-01-11,S007,P0077,Toys,North,367,359,114,346.48,17.79,15,Cloudy,0,19.62,Spring,2022,1,11,1,2,0
2022-04-08,S004,P0051,Clothing,East,436,252,50,257.41,25.69,5,Snowy,0,24.9,Summer,2022,4,8,4,14,0
2022-02-21,S009,P0019,Toys,East,269,84,23,83.0,10.74,5,Snowy,0,12.27,Winter,2022,2,21,0,8,0
2022-01-16,S002,P0035,Toys,North,143,71,98,36.08,127.4,0,Snowy,0,116.13,Spring,2022,1,16,6,2,0
2022-04-21,S009,P0087,Furniture,East,459,127,87,179.33,69.56,15,Snowy,1,69.72,Summer,2022,4,21,3,16,1
2022-02-25,S004,P0042,Furniture,West,162,149,66,168.75,22.22,15,Sunny,1,22.26,Summer,2022,2,25,4,8,1
2022-02-24,S010,P0063,Electronics,South,405,342,22,357.28,17.26,0,Sunny,1,16.41,Summer,2022,2,24,3,8,1
2022-01-18,S005,P0013,Clothing,North,59,14,170,-14.0,105.84,15,Cloudy,0,92.75,Summer,2022,1,18,1,3,0
2022-02-08,S003,P0053,Toys,West,368,110,92,114.59,116.43,0,Rainy,0,119.77,Summer,2022,2,8,1,6,0
2022-02-13,S003,P0059,Electronics,East,457,47,182,58.54,126.29,15,Cloudy,0,143.91,Winter,2022,2,13,6,6,0
2022-03-22,S009,P0058,Electronics,South,383,382,139,377.94,148.73,15,Snowy,0,135.57,Autumn,2022,3,22,1,12,0
2022-02-09,S004,P0092,Furniture,South,84,10,59,21.59,115.07,10,Rainy,1,125.41,Autumn,2022,2,9,2,6,1
2022-03-02,S001,P0040,Groceries,East,340,222,184,231.95,124.04,0,Rainy,0,130.19,Autumn,2022,3,2,2,9,0
2022-04-17,S004,P0066,Furniture,East,459,71,151,87.4,105.62,15,Sunny,1,104.1,Spring,2022,4,17,6,15,1
2022-02-11,S001,P0086,Toys,West,153,23,51,-11.15,74.78,0,Rainy,0,70.32,Autumn,2022,2,11,4,6,0
2022-03-07,S004,P0077,Groceries,West,72,24,172,-0.21,84.46,15,Sunny,0,73.48,Autumn,2022,3,7,0,10,0
2022-03-19,S004,P0032,Clothing,West,153,48,198,15.73,70.41,0,Rainy,1,66.88,Summer,2022,3,19,5,11,1
2022-01-07,S009,P0096,Clothing,West,228,209,61,215.77,96.81,0,Cloudy,1,97.78,Spring,2022,1,7,4,1,1
2022-03-25,S005,P0065,Furniture,East,280,166,57,157.69,115.34,0,Snowy,0,122.5,Spring,2022,3,25,4,12,0
2022-02-16,S009,P0092,Clothing,West,402,127,57,117.45,85.11,10,Rainy,0,82.02,Autumn,2022,2,16,2,7,0
2022-03-28,S002,P0078,Groceries,South,414,225,199,250.74,30.99,20,Sunny,1,28.47,Spring,2022,3,28,0,13,1
2022-01-08,S007,P0072,Groceries,East,381,182,149,173.11,11.71,10,Snowy,1,12.06,Spring,2022,1,8,5,1,1
2022-03-09,S004,P0004,Furniture,West,469,301,45,285.52,35.42,15,Cloudy,1,39.76,Winter,2022,3,9,2,10,1
2022-03-01,S002,P0001,Toys,South,87,15,42,-9.89,74.68,20,Rainy,1,84.7,Spring,2022,3,1,1,9,1
2022-04-19,S003,P0068,Groceries,East,445,227,160,244.36,93.01,5,Rainy,0,81.91,Winter,2022,4,19,1,16,0
2022-01-04,S008,P0012,Electronics,North,373,142,139,123.27,13.22,20,Cloudy,0,13.82,Summer,2022,1,4,1,1,0
2022-04-24,S005,P0005,Furniture,South,141,40,141,27.45,36.08,0,Cloudy,1,39.73,Summer,2022,4,24,6,16,1
2022-02-08,S010,P0019,Toys,West,50,49,162,39.09,65.86,10,Cloudy,1,57.06,Winter,2022,2,8,1,6,1
2022-01-19,S009,P0080,Electronics,East,186,66,136,47.7,68.03,10,Sunny,0,75.45,Winter,2022,1,19,2,3,0
2022-03-31,S006,P0079,Clothing,West,343,219,181,223.92,138.58,10,Sunny,1,142.2,Autumn,2022,3,31,3,13,1
2022-04-30,S004,P0041,Electronics,West,492,373,198,382.43,33.17,20,Cloudy,1,28.53,Winter,2022,4,30,5,17,1
2022-01-27,S004,P0092,Clothing,West,210,186,48,155.4,91.28,20,Snowy,1,94.9,Summer,2022,1,27,3,4,1
2022-01-04,S002,P0009,Clothing,West,205,123,68,117.62,21.95,15,Snowy,0,25.22,Spring,2022,1,4,1,1,0
2022-02-27,S005,P0098,Furniture,South,98,80,20,57.87,53.39,15,Cloudy,1,51.75,Autumn,2022,2,27,6,8,1
2022-01-26,S006,P0031,Toys,South,484,388,81,376.53,15.12,5,Snowy,0,14.99,Summer,2022,1,26,2,4,0
2022-04-30,S010,P0017,Electronics,East,473,28,37,17.06,51.17,10,Rainy,0,54.46,Winter,2022,4,30,5,17,0
2022-01-25,S010,P0066,Furniture,East,243,229,132,253.92,31.73,20,Sunny,1,28.7,Spring,2022,1,25,1,4,1
2022-02-20,S003,P0079,Electronics,East,462,64,122,22.53,115.45,15,Snowy,1,107.56,Winter,2022,2,20,6,7,1
2022-01-24,S008,P0070,Furniture,West,415,171,143,195.44,45.54,10,Snowy,1,41.39,Spring,2022,1,24,0,4,1
2022-02-13,S002,P0034,Toys,West,304,63,86,19.51,134.24,0,Cloudy,0,136.52,Winter,2022,2,13,6,6,0
2022-01-21,S006,P0047,Clothing,North,313,300,115,300.26,122.96,10,Cloudy,0,140.03,Autumn,2022,1,21,4,3,0
2022-04-21,S004,P0061,Furniture,East,214,191,161,192.23,51.04,0,Sunny,0,57.11,Winter,2022,4,21,3,16,0
2022-03-14,S003,P0100,Electronics,North,56,19,26,32.78,27.19,0,Sunny,1,30.26,Autumn,2022,3,14,0,11,1
2022-03-06,S009,P0032,Groceries,East,334,197,101,206.34,134.97,5,Sunny,1,147.82,Summer,2022,3,6,6,9,1
2022-03-04,S003,P0081,Toys,North,453,20,149,13.41,126.29,5,Cloudy,1,120.42,Spring,2022,3,4,4,9,1
2022-01-03,S010,P0050,Toys,West,305,231,156,229.06,71.06,0,Snowy,0,66.68,Autumn,2022,1,3,0,1,0
2022-01-22,S007,P0093,Groceries,East,391,373,43,376.33,147.95,10,Cloudy,0,146.67,Autumn,2022,1,22,5,3,0
2022-04-04,S008,P0059,Electronics,West,273,218,133,198.48,13.15,15,Rainy,1,12.24,Spring,2022,4,4,0,14,1
2022-02-24,S002,P0018,Furniture,East,89,75,44,62.54,126.89,20,Sunny,1,145.33,Summer,2022,2,24,3,8,1
2022-03-23,S010,P0025,Clothing,East,491,38,128,29.64,106.77,10,Snowy,0,112.64,Autumn,2022,3,23,2,12,0
2022-01-20,S004,P0017,Groceries,East,375,155,147,158.92,48.37,0,Cloudy,1,49.16,Summer,2022,1,20,3,3,1
2022-02-24,S003,P0093,Electronics,North,202,131,95,111.43,38.9,0,Rainy,1,33.19,Autumn,2022,2,24,3,8,1
2022-01-10,S001,P0023,Toys,West,76,66,50,71.12,94.07,20,Snowy,1,98.73,Winter,2022,1,10,0,2,1
2022-03-09,S009,P0084,Furniture,South,443,182,164,201.65,68.63,20,Snowy,1,66.22,Winter,2022,3,9,2,10,1
2022-02-20,S004,P0014,Clothing,West,171,55,83,62.43,35.81,10,Snowy,1,31.41,Summer,2022,2,20,6,7,1
2022-04-25,S007,P0003,Clothing,South,420,291,48,288.63,64.5,15,Snowy,1,60.41,Autumn,2022,4,25,0,17,1
2022-02-06,S001,P0024,Furniture,West,213,122,58,132.82,65.53,20,Rainy,1,74.46,Summer,2022,2,6,6,5,1
2022-03-28,S002,P0048,Toys,West,455,78,75,80.66,40.09,5,Rainy,1,34.45,Summer,2022,3,28,0,13,1
2022-01-18,S001,P0001,Furniture,North,197,90,128,97.49,76.39,10,Sunny,0,72.82,Spring,2022,1,18,1,3,0
2022-04-09,S003,P0044,Electronics,South,345,26,148,5.02,79.37,15,Snowy,0,83.86,Autumn,2022,4,9,5,14,0
2022-04-23,S001,P0053,Electronics,East,91,34,58,53.71,144.69,10,Cloudy,1,157.28,Winter,2022,4,23,5,16,1
2022-03-01,S008,P0086,Furniture,East,106,64,66,52.11,22.14,15,Sunny,0,25.18,Autumn,2022,3,1,1,9,0
2022-01-07,S004,P0062,Electronics,East,388,273,168,289.1,99.21,10,Snowy,1,113.51,Winter,2022,1,7,4,1,1
2022-01-29,S008,P0091,Toys,East,138,21,162,39.61,107.04,20,Snowy,1,92.64,Autumn,2022,1,29,5,4,1
2022-03-25,S010,P0063,Groceries,North,75,56,51,64.59,35.28,15,Cloudy,1,36.0,Autumn,2022,3,25,4,12,1
2022-04-26,S001,P0047,Furniture,East,299,279,98,283.15,107.64,0,Cloudy,1,101.1,Autumn,2022,4,26,1,17,1
2022-02-09,S006,P0019,Toys,North,225,81,78,80.21,130.69,0,Cloudy,0,144.2,Summer,2022,2,9,2,6,0
2022-04-30,S010,P0091,Clothing,South,451,112,36,125.63,101.02,20,Sunny,1,96.92,Spring,2022,4,30,5,17,1
2022-03-01,S006,P0033,Electronics,East,157,54,117,55.59,71.74,20,Cloudy,0,69.68,Winter,2022,3,1,1,9,0
2022-01-19,S005,P0096,Furniture,South,88,24,139,44.27,85.53,5,Sunny,0,92.99,Summer,2022,1,19,2,3,0
2022-04-08,S003,P0063,Groceries,South,458,406,180,411.34,42.61,20,Cloudy,1,36.53,Winter,2022,4,8,4,14,1
2022-03-02,S005,P0082,Furniture,West,219,43,177,60.79,10.03,20,Rainy,1,9.08,Winter,2022,3,2,2,9,1
2022-01-21,S004,P0047,Clothing,North,323,105,142,94.65,77.18,0,Cloudy,1,80.13,Autumn,2022,1,21,4,3,1
2022-02-25,S007,P0008,Toys,East,489,245,140,273.19,117.56,5,Sunny,1,114.66,Autumn,2022,2,25,4,8,1
2022-04-10,S004,P0069,Clothing,North,408,349,152,311.77,129.4,0,Rainy,1,137.77,Autumn,2022,4,10,6,14,1
2022-02-20,S010,P0061,Furniture,East,342,162,195,156.01,12.5,15,Rainy,1,14.33,Winter,2022,2,20,6,7,1
2022-01-10,S001,P0066,Groceries,East,122,24,68,4.93,143.9,5,Cloudy,0,156.76,Summer,2022,1,10,0,2,0
2022-02-06,S002,P0019,Groceries,South,476,389,58,383.5,133.08,20,Snowy,1,150.84,Autumn,2022,2,6,6,5,1
2022-04-10,S009,P0093,Furniture,North,60,22,172,20.06,66.22,5,Sunny,0,72.93,Summer,2022,4,10,6,14,0
2022-01-26,S007,P0013,Electronics,South,359,252,129,253.09,42.29,10,Sunny,1,38.19,Summer,2022,1,26,2,4,1
2022-04-06,S009,P0096,Toys,South,267,250,22,259.37,98.17,0,Cloudy,1,89.82,Winter,2022,4,6,2,14,1
2022-02-20,S002,P0095,Furniture,East,58,44,39,54.16,149.29,10,Sunny,0,134.68,Autumn,2022,2,20,6,7,0
2022-02-28,S007,P0067,Furniture,South,468,187,101,170.35,124.22,15,Snowy,0,113.95,Winter,2022,2,28,0,9,0
2022-03-12,S002,P0029,Toys,South,169,134,108,143.43,93.01,0,Sunny,1,95.24,Summer,2022,3,12,5,10,1
2022-02-20,S009,P0084,Furniture,South,147,20,124,-9.88,76.73,10,Snowy,1,66.24,Autumn,2022,2,20,6,7,1
2022-02-26,S002,P0056,Clothing,North,275,179,28,164.68,56.07,20,Cloudy,1,63.33,Winter,2022,2,26,5,8,1
2022-04-13,S008,P0059,Electronics,West,444,235,143,207.41,111.28,5,Sunny,1,111.14,Winter,2022,4,13,2,15,1
2022-04-29,S008,P0099,Electronics,West,86,69,195,54.38,105.66,15,Sunny,0,92.22,Spring,2022,4,29,4,17,0
2022-03-20,S003,P0085,Clothing,East,130,123,59,123.87,136.91,20,Sunny,1,139.84,Winter,2022,3,20,6,11,1
