date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality,year,month,day,day_of_week,week_of_year,promotion_flag
2024-02-06,DMART_015,PRD_0401,Groceries,Karnataka,320.0,156.0,249.0,162.0,2645.17,0.2,Extreme Heat,,2368.12,Medium,2024,2,6,1,6,0
2024-02-07,DMART_062,PRD_0247,Apparel,Andhra Pradesh,1822.0,165.0,229.0,183.0,1144.53,0.19,Humid,,1014.95,Medium,2024,2,7,2,6,0
2024-02-08,DMART_062,PRD_0616,Electronics,Telangana,949.0,169.0,265.0,199.0,2761.44,0.28,Sunny,Festive Discount,1992.97,Medium,2024,2,8,3,6,0
2024-02-09,DMART_047,PRD_0597,Groceries,Tamil Nadu,1479.0,43.0,98.0,41.0,2385.85,0.08,Cloudy,,2091.3,Medium,2024,2,9,4,6,0
2024-02-10,DMART_062,PRD_0450,Groceries,Tamil Nadu,1794.0,25.0,124.0,38.0,2030.29,0.39,Humid,End of Month,1195.58,Medium,2024,2,10,5,6,0
2024-02-11,DMART_051,PRD_0485,Home & Kitchen,Karnataka,327.0,327.0,395.0,330.0,1303.43,0.26,Rainy,,1086.62,High,2024,2,11,6,6,0
2024-02-12,DMART_055,PRD_0646,Electronics,Andhra Pradesh,255.0,255.0,335.0,259.0,733.68,0.15,Sunny,Summer Special,693.09,High,2024,2,12,0,7,0
2024-02-13,DMART_064,PRD_0620,Electronics,Karnataka,1663.0,90.0,156.0,139.0,2492.26,0.24,Extreme Heat,,1943.2,Medium,2024,2,13,1,7,0
2024-02-14,DMART_003,PRD_0018,Personal Care,Andhra Pradesh,962.0,128.0,157.0,137.0,337.9,0.09,Humid,,295.91,Medium,2024,2,14,2,7,0
2024-02-15,DMART_051,PRD_0606,Apparel,Gujarat,377.0,141.0,191.0,174.0,3397.49,0.25,Cloudy,Republic Day Offer,2834.08,Low,2024,2,15,3,7,0
2024-02-16,DMART_007,PRD_0662,Groceries,Tamil Nadu,1683.0,65.0,149.0,69.0,3426.04,0.01,Extreme Heat,,3395.34,Medium,2024,2,16,4,7,0
2024-02-17,DMART_021,PRD_0758,Electronics,Gujarat,907.0,177.0,257.0,161.0,473.17,0.14,Rainy,,464.15,Medium,2024,2,17,5,7,0
2024-02-18,DMART_073,PRD_0289,Electronics,Karnataka,926.0,129.0,176.0,110.0,381.69,0.3,Extreme Heat,,281.77,Low,2024,2,18,6,7,0
2024-02-19,DMART_039,PRD_0414,Groceries,Telangana,911.0,59.0,95.0,101.0,1456.25,0.32,Cloudy,End of Month,1082.38,Medium,2024,2,19,0,8,0
2024-02-20,DMART_018,PRD_0721,Groceries,Maharashtra,385.0,118.0,136.0,151.0,3373.62,0.1,Rainy,,3164.89,Medium,2024,2,20,1,8,0
2024-02-21,DMART_004,PRD_0638,Groceries,Telangana,655.0,126.0,203.0,143.0,1413.08,0.22,Cloudy,,1053.2,Low,2024,2,21,2,8,0
2024-02-22,DMART_089,PRD_0235,Groceries,Telangana,641.0,177.0,224.0,173.0,1286.03,0.21,Sunny,End of Month,978.0,Medium,2024,2,22,3,8,0
2024-02-23,DMART_060,PRD_0416,Apparel,Maharashtra,1111.0,115.0,214.0,125.0,2468.48,0.17,Cloudy,,2346.32,Medium,2024,2,23,4,8,0
2024-02-24,DMART_014,PRD_0938,Groceries,Tamil Nadu,1063.0,91.0,125.0,71.0,641.98,0.09,Extreme Heat,Diwali Sale,603.16,Low,2024,2,24,5,8,0
2024-02-25,DMART_009,PRD_0499,Groceries,Gujarat,1993.0,123.0,146.0,108.0,1284.37,0.28,Sunny,Republic Day Offer,912.39,Medium,2024,2,25,6,8,0
2024-02-26,DMART_090,PRD_0974,Groceries,Gujarat,1301.0,58.0,104.0,107.0,1033.75,0.1,Sunny,Festive Discount,1017.89,Medium,2024,2,26,0,9,0
2024-02-27,DMART_053,PRD_0634,Electronics,Tamil Nadu,1556.0,57.0,116.0,72.0,2113.34,0.36,Humid,,1523.55,Medium,2024,2,27,1,9,0
2024-02-28,DMART_002,PRD_0650,Home & Kitchen,Maharashtra,1207.0,143.0,224.0,130.0,586.38,0.21,Extreme Heat,Republic Day Offer,464.81,Medium,2024,2,28,2,9,0
2024-02-29,DMART_084,PRD_0115,Personal Care,Andhra Pradesh,757.0,135.0,186.0,124.0,1929.48,0.35,Extreme Heat,,1334.71,Medium,2024,2,29,3,9,0
2024-03-01,DMART_092,PRD_0932,Groceries,Telangana,1027.0,142.0,226.0,145.0,3004.26,0.12,Rainy,,2641.31,Low,2024,3,1,4,9,0
2024-03-02,DMART_060,PRD_0674,Electronics,Karnataka,1463.0,88.0,151.0,130.0,1809.31,0.32,Cloudy,Diwali Sale,1371.22,Low,2024,3,2,5,9,0
2024-03-04,DMART_044,PRD_0234,Groceries,Tamil Nadu,1686.0,153.0,193.0,134.0,281.86,0.31,Extreme Heat,,199.25,Medium,2024,3,4,0,10,0
2024-03-05,DMART_008,PRD_0540,Groceries,Karnataka,474.0,121.0,176.0,120.0,1582.54,0.15,Cloudy,Republic Day Offer,1380.11,Medium,2024,3,5,1,10,0
2024-03-06,DMART_047,PRD_0011,Groceries,Maharashtra,636.0,154.0,180.0,166.0,350.23,0.19,Extreme Heat,,305.64,Medium,2024,3,6,2,10,0
2024-03-08,DMART_078,PRD_0679,Personal Care,Karnataka,1583.0,129.0,228.0,162.0,998.07,0.01,Cloudy,,1032.55,Medium,2024,3,8,4,10,0
2024-03-09,DMART_081,PRD_0247,Electronics,Telangana,769.0,193.0,255.0,227.0,1019.69,0.27,Cloudy,,789.34,Medium,2024,3,9,5,10,0
2024-03-10,DMART_036,PRD_0559,Personal Care,Maharashtra,1668.0,110.0,141.0,126.0,287.15,0.24,Extreme Heat,,246.21,Medium,2024,3,10,6,10,0
2024-03-11,DMART_050,PRD_0758,Apparel,Karnataka,1500.0,116.0,183.0,101.0,1099.63,0.25,Extreme Heat,,870.35,Medium,2024,3,11,0,11,0
2024-03-12,DMART_004,PRD_0127,Personal Care,Gujarat,998.0,88.0,138.0,100.0,1783.24,0.1,Rainy,,1567.02,Medium,2024,3,12,1,11,0
2024-03-13,DMART_002,PRD_0147,Home & Kitchen,Maharashtra,704.0,172.0,184.0,201.0,2054.62,0.1,Cloudy,Republic Day Offer,1794.18,Low,2024,3,13,2,11,0
2024-03-14,DMART_006,PRD_0118,Home & Kitchen,Gujarat,523.0,17.0,89.0,66.0,252.0,0.33,Humid,,191.6,Low,2024,3,14,3,11,0
2024-03-15,DMART_054,PRD_0911,Groceries,Tamil Nadu,617.0,298.0,373.0,328.0,2287.08,0.3,Extreme Heat,End of Month,1834.59,High,2024,3,15,4,11,0
2024-03-16,DMART_004,PRD_0382,Groceries,Tamil Nadu,1434.0,205.0,260.0,250.0,1721.29,0.13,Humid,Festive Discount,1472.67,High,2024,3,16,5,11,0
2024-03-17,DMART_054,PRD_0412,Home & Kitchen,Andhra Pradesh,1872.0,109.0,202.0,149.0,1888.44,0.26,Sunny,,1537.57,Medium,2024,3,17,6,11,0
2024-03-18,DMART_093,PRD_0664,Groceries,Tamil Nadu,260.0,188.0,205.0,195.0,2918.13,0.33,Sunny,,1955.43,High,2024,3,18,0,12,0
2024-03-19,DMART_063,PRD_0584,Groceries,Karnataka,1252.0,128.0,176.0,151.0,1210.95,0.36,Humid,Diwali Sale,865.36,Low,2024,3,19,1,12,0
2024-03-21,DMART_090,PRD_0509,Electronics,Tamil Nadu,1131.0,66.0,154.0,102.0,1940.3,0.33,Humid,End of Month,1348.65,Medium,2024,3,21,3,12,0
2024-03-22,DMART_044,PRD_0137,Personal Care,Gujarat,1146.0,32.0,88.0,37.0,3308.68,0.14,Rainy,,3042.41,Medium,2024,3,22,4,12,0
2024-03-23,DMART_034,PRD_0175,Apparel,Karnataka,264.0,264.0,307.0,268.0,1822.19,0.29,Rainy,,1449.65,High,2024,3,23,5,12,0
2024-03-24,DMART_074,PRD_0289,Personal Care,Tamil Nadu,949.0,139.0,216.0,133.0,2915.05,0.15,Sunny,,2778.46,Low,2024,3,24,6,12,0
2024-03-25,DMART_062,PRD_0958,Apparel,Telangana,1851.0,164.0,230.0,196.0,2654.47,0.24,Humid,,1990.89,Medium,2024,3,25,0,13,0
2024-03-26,DMART_100,PRD_0481,Personal Care,Gujarat,1146.0,169.0,264.0,213.0,1823.79,0.26,Humid,,1543.17,Medium,2024,3,26,1,13,0
2024-03-27,DMART_014,PRD_0019,Stationery,Gujarat,516.0,187.0,221.0,220.0,2273.49,0.16,Humid,,2058.14,Medium,2024,3,27,2,13,0
2024-03-28,DMART_095,PRD_0195,Personal Care,Andhra Pradesh,1344.0,153.0,235.0,171.0,1435.25,0.21,Sunny,,1226.54,High,2024,3,28,3,13,0
2024-03-29,DMART_048,PRD_0330,Home & Kitchen,Telangana,1572.0,352.0,448.0,382.0,1866.59,0.29,Humid,Diwali Sale,1494.65,High,2024,3,29,4,13,0
2024-03-30,DMART_015,PRD_0936,Home & Kitchen,Andhra Pradesh,403.0,42.0,113.0,41.0,1785.35,0.19,Extreme Heat,,1466.47,Low,2024,3,30,5,13,0
2024-03-31,DMART_072,PRD_0175,Personal Care,Tamil Nadu,1307.0,38.0,86.0,81.0,2487.7,0.01,Humid,Summer Special,2544.2,Medium,2024,3,31,6,13,0
2024-04-01,DMART_078,PRD_0449,Groceries,Telangana,1392.0,42.0,127.0,32.0,1446.73,0.01,Extreme Heat,,1642.8,Medium,2024,4,1,0,14,0
2024-04-02,DMART_087,PRD_0925,Groceries,Gujarat,1092.0,109.0,196.0,140.0,367.19,0.26,Rainy,,259.03,Low,2024,4,2,1,14,0
2024-04-03,DMART_062,PRD_0946,Groceries,Andhra Pradesh,674.0,268.0,284.0,301.0,2764.71,0.34,Extreme Heat,,2049.94,High,2024,4,3,2,14,0
2024-04-04,DMART_040,PRD_0354,Stationery,Karnataka,1648.0,83.0,98.0,131.0,2403.29,0.31,Rainy,End of Month,1854.78,Low,2024,4,4,3,14,0
2024-04-05,DMART_085,PRD_0499,Groceries,Telangana,421.0,74.0,170.0,60.0,3326.43,0.12,Sunny,Diwali Sale,2934.53,Low,2024,4,5,4,14,0
2024-04-06,DMART_080,PRD_0141,Groceries,Gujarat,233.0,131.0,194.0,122.0,1511.93,0.19,Rainy,,1364.69,Low,2024,4,6,5,14,0
2024-04-07,DMART_082,PRD_0758,Home & Kitchen,Maharashtra,1350.0,52.0,144.0,33.0,292.16,0.09,Rainy,,270.13,Medium,2024,4,7,6,14,0
2024-04-08,DMART_053,PRD_0897,Groceries,Telangana,723.0,126.0,220.0,126.0,443.23,0.4,Humid,Festive Discount,286.09,Low,2024,4,8,0,15,0
2024-04-09,DMART_024,PRD_0930,Personal Care,Telangana,804.0,136.0,164.0,184.0,2711.15,0.1,Cloudy,Summer Special,2536.11,Medium,2024,4,9,1,15,0
2024-04-10,DMART_026,PRD_0093,Groceries,Tamil Nadu,1218.0,109.0,165.0,124.0,255.8,0.17,Rainy,,206.0,Medium,2024,4,10,2,15,0
2024-04-11,DMART_089,PRD_0944,Electronics,Karnataka,1731.0,195.0,223.0,195.0,3179.23,0.27,Extreme Heat,Diwali Sale,2620.39,Medium,2024,4,11,3,15,0
2024-04-12,DMART_060,PRD_0239,Stationery,Tamil Nadu,1154.0,100.0,143.0,132.0,1000.14,0.35,Sunny,,688.48,Low,2024,4,12,4,15,0
2024-04-13,DMART_041,PRD_0205,Stationery,Telangana,371.0,52.0,104.0,50.0,3148.1,0.02,Extreme Heat,,3228.17,Medium,2024,4,13,5,15,0
2024-04-14,DMART_029,PRD_0560,Personal Care,Telangana,484.0,174.0,196.0,156.0,2711.8,0.12,Sunny,End of Month,2686.83,Medium,2024,4,14,6,15,0
2024-04-15,DMART_015,PRD_0433,Apparel,Karnataka,1906.0,55.0,100.0,94.0,3051.78,0.23,Extreme Heat,End of Month,2386.54,Medium,2024,4,15,0,16,0
2024-04-16,DMART_045,PRD_0245,Groceries,Karnataka,1116.0,34.0,68.0,47.0,764.86,0.25,Rainy,,610.4,Medium,2024,4,16,1,16,0
2024-04-17,DMART_065,PRD_0832,Groceries,Andhra Pradesh,1386.0,107.0,172.0,115.0,2093.01,0.03,Cloudy,Summer Special,2286.95,Low,2024,4,17,2,16,0
2024-04-18,DMART_089,PRD_0317,Groceries,Gujarat,1979.0,102.0,132.0,138.0,345.69,0.27,Rainy,Diwali Sale,257.04,Medium,2024,4,18,3,16,0
2024-04-19,DMART_071,PRD_0925,Personal Care,Gujarat,342.0,108.0,151.0,127.0,723.94,0.21,Humid,,634.08,Medium,2024,4,19,4,16,0
2024-04-20,DMART_009,PRD_0295,Personal Care,Andhra Pradesh,737.0,114.0,148.0,143.0,1098.46,0.33,Extreme Heat,,774.88,Low,2024,4,20,5,16,0
2024-04-21,DMART_088,PRD_0640,Personal Care,Gujarat,937.0,188.0,279.0,186.0,2598.03,0.09,Cloudy,,2320.6,Medium,2024,4,21,6,16,0
2024-04-22,DMART_001,PRD_0856,Groceries,Telangana,118.0,83.0,103.0,84.0,106.01,0.08,Extreme Heat,,93.44,Medium,2024,4,22,0,17,0
2024-04-23,DMART_008,PRD_0282,Personal Care,Andhra Pradesh,105.0,105.0,133.0,135.0,3162.85,0.32,Humid,Diwali Sale,2355.8,High,2024,4,23,1,17,0
2024-04-25,DMART_063,PRD_0071,Personal Care,Gujarat,1277.0,226.0,284.0,257.0,1330.19,0.32,Humid,,1006.87,High,2024,4,25,3,17,0
2024-04-26,DMART_011,PRD_0269,Home & Kitchen,Maharashtra,469.0,185.0,228.0,186.0,302.19,0.31,Rainy,Summer Special,205.96,High,2024,4,26,4,17,0
2024-04-27,DMART_081,PRD_0325,Groceries,Gujarat,616.0,63.0,74.0,104.0,2696.01,0.04,Rainy,Festive Discount,2752.7,Medium,2024,4,27,5,17,0
2024-04-29,DMART_035,PRD_0305,Personal Care,Maharashtra,292.0,31.0,78.0,17.0,3098.95,0.1,Humid,Republic Day Offer,3060.02,Medium,2024,4,29,0,18,0
2024-04-30,DMART_035,PRD_0451,Groceries,Andhra Pradesh,1274.0,198.0,222.0,230.0,1865.17,0.37,Rainy,End of Month,1296.25,Medium,2024,4,30,1,18,0
2024-05-01,DMART_033,PRD_0007,Groceries,Maharashtra,797.0,195.0,279.0,205.0,3320.69,0.19,Sunny,Republic Day Offer,3048.33,Medium,2024,5,1,2,18,0
2024-05-02,DMART_005,PRD_0314,Home & Kitchen,Telangana,1547.0,191.0,288.0,174.0,1030.46,0.04,Sunny,,1050.84,Medium,2024,5,2,3,18,0
2024-05-03,DMART_041,PRD_0817,Apparel,Karnataka,576.0,230.0,299.0,216.0,1601.02,0.12,Rainy,,1368.45,High,2024,5,3,4,18,0
2024-05-04,DMART_028,PRD_0103,Personal Care,Maharashtra,1729.0,43.0,56.0,25.0,2435.98,0.35,Cloudy,Diwali Sale,1766.35,Low,2024,5,4,5,18,0
2024-05-05,DMART_007,PRD_0821,Groceries,Tamil Nadu,126.0,53.0,145.0,57.0,2915.06,0.34,Extreme Heat,,1948.53,Low,2024,5,5,6,18,0
2024-05-07,DMART_072,PRD_0753,Home & Kitchen,Telangana,1894.0,118.0,208.0,130.0,3125.67,0.16,Rainy,End of Month,3007.76,Medium,2024,5,7,1,19,0
2024-05-08,DMART_012,PRD_0574,Personal Care,Tamil Nadu,489.0,262.0,279.0,279.0,430.6,0.26,Cloudy,,311.16,High,2024,5,8,2,19,0
2024-05-09,DMART_034,PRD_0529,Personal Care,Karnataka,1336.0,298.0,384.0,281.0,2486.22,0.11,Extreme Heat,,2138.81,High,2024,5,9,3,19,0
2024-05-10,DMART_033,PRD_0171,Groceries,Telangana,1258.0,189.0,285.0,216.0,1231.73,0.07,Cloudy,,1293.88,Medium,2024,5,10,4,19,0
2024-05-11,DMART_048,PRD_0537,Home & Kitchen,Karnataka,1128.0,31.0,51.0,71.0,372.65,0.01,Extreme Heat,,416.8,Low,2024,5,11,5,19,0
2024-05-12,DMART_023,PRD_0251,Groceries,Karnataka,1381.0,38.0,127.0,82.0,1365.59,0.09,Sunny,Summer Special,1326.0,Medium,2024,5,12,6,19,0
2024-05-13,DMART_062,PRD_0765,Electronics,Gujarat,565.0,352.0,411.0,392.0,3083.15,0.24,Extreme Heat,Republic Day Offer,2642.24,High,2024,5,13,0,20,0
2024-05-14,DMART_088,PRD_0387,Personal Care,Tamil Nadu,1372.0,71.0,167.0,51.0,3432.26,0.36,Sunny,Summer Special,2495.62,Low,2024,5,14,1,20,0
2024-05-15,DMART_037,PRD_0207,Personal Care,Tamil Nadu,1625.0,24.0,109.0,9.0,1386.94,0.05,Humid,,1398.07,Low,2024,5,15,2,20,0
2024-05-16,DMART_099,PRD_0541,Personal Care,Maharashtra,1303.0,151.0,198.0,151.0,3104.73,0.37,Rainy,Diwali Sale,2126.75,Medium,2024,5,16,3,20,0
2024-05-17,DMART_044,PRD_0629,Electronics,Tamil Nadu,1450.0,124.0,157.0,170.0,1793.6,0.14,Sunny,Republic Day Offer,1654.66,Medium,2024,5,17,4,20,0
2024-05-18,DMART_086,PRD_0416,Apparel,Tamil Nadu,1359.0,159.0,206.0,166.0,2515.21,0.17,Cloudy,,2056.14,Medium,2024,5,18,5,20,0
2024-05-19,DMART_091,PRD_0794,Personal Care,Karnataka,1211.0,202.0,273.0,247.0,177.89,0.15,Extreme Heat,,156.84,High,2024,5,19,6,20,0
2024-05-20,DMART_035,PRD_0380,Home & Kitchen,Andhra Pradesh,1551.0,96.0,161.0,102.0,1959.45,0.16,Cloudy,Diwali Sale,1787.94,Medium,2024,5,20,0,21,0
2024-05-22,DMART_099,PRD_0025,Personal Care,Maharashtra,1080.0,129.0,228.0,120.0,954.79,0.28,Cloudy,Summer Special,682.65,Medium,2024,5,22,2,21,0
2024-05-23,DMART_047,PRD_0822,Groceries,Gujarat,725.0,16.0,42.0,60.0,1992.51,0.3,Extreme Heat,,1578.8,Medium,2024,5,23,3,21,0
2024-05-24,DMART_078,PRD_0668,Personal Care,Maharashtra,1492.0,93.0,119.0,118.0,2828.93,0.33,Rainy,,2097.84,Medium,2024,5,24,4,21,0
2024-05-25,DMART_003,PRD_0073,Groceries,Telangana,1545.0,16.0,52.0,35.0,1971.91,0.14,Cloudy,Republic Day Offer,1634.27,Medium,2024,5,25,5,21,0
2024-05-26,DMART_001,PRD_0632,Electronics,Karnataka,469.0,26.0,124.0,14.0,3277.95,0.31,Humid,,2304.34,Medium,2024,5,26,6,21,0
2024-05-28,DMART_090,PRD_0833,Electronics,Tamil Nadu,325.0,134.0,219.0,129.0,563.72,0.38,Extreme Heat,,359.28,Medium,2024,5,28,1,22,0
2024-05-29,DMART_014,PRD_0093,Personal Care,Andhra Pradesh,1634.0,88.0,146.0,135.0,1373.58,0.17,Humid,,1234.34,Low,2024,5,29,2,22,0
2024-05-30,DMART_027,PRD_0505,Home & Kitchen,Gujarat,657.0,193.0,260.0,212.0,2346.33,0.4,Sunny,,1365.75,Low,2024,5,30,3,22,0
2024-05-31,DMART_009,PRD_0598,Personal Care,Gujarat,620.0,71.0,165.0,85.0,3285.65,0.3,Humid,Diwali Sale,2327.98,Low,2024,5,31,4,22,0
2024-06-01,DMART_079,PRD_0336,Groceries,Gujarat,1816.0,67.0,77.0,106.0,3457.25,0.31,Sunny,Festive Discount,2687.06,Low,2024,6,1,5,22,0
2024-06-02,DMART_015,PRD_0425,Groceries,Tamil Nadu,1762.0,120.0,142.0,169.0,2675.89,0.01,Rainy,,2787.17,Medium,2024,6,2,6,22,0
2024-06-03,DMART_090,PRD_0499,Groceries,Gujarat,139.0,139.0,201.0,121.0,2016.72,0.2,Sunny,,1798.95,Medium,2024,6,3,0,23,0
2024-06-04,DMART_042,PRD_0364,Home & Kitchen,Karnataka,331.0,140.0,170.0,172.0,2653.0,0.21,Rainy,Diwali Sale,1994.29,Low,2024,6,4,1,23,0
2024-06-05,DMART_077,PRD_0947,Personal Care,Maharashtra,1621.0,98.0,108.0,136.0,970.86,0.02,Rainy,,1030.63,Medium,2024,6,5,2,23,0
2024-06-06,DMART_051,PRD_0630,Apparel,Tamil Nadu,1244.0,228.0,314.0,243.0,1006.94,0.12,Humid,Festive Discount,894.96,High,2024,6,6,3,23,0
2024-06-07,DMART_063,PRD_0745,Groceries,Karnataka,687.0,127.0,167.0,172.0,2297.14,0.38,Rainy,,1598.2,Low,2024,6,7,4,23,0
2024-06-08,DMART_096,PRD_0199,Groceries,Telangana,860.0,10.0,80.0,26.0,3053.99,0.17,Sunny,Festive Discount,2886.67,Medium,2024,6,8,5,23,0
2024-06-09,DMART_052,PRD_0718,Personal Care,Karnataka,1428.0,119.0,215.0,142.0,3394.94,0.07,Cloudy,,3433.63,Medium,2024,6,9,6,23,0
2024-06-10,DMART_096,PRD_0413,Electronics,Karnataka,1277.0,76.0,88.0,119.0,1207.84,0.21,Extreme Heat,Summer Special,934.36,Medium,2024,6,10,0,24,0
2024-06-11,DMART_004,PRD_0339,Home & Kitchen,Telangana,1362.0,157.0,241.0,187.0,2792.01,0.01,Extreme Heat,Republic Day Offer,2884.66,Medium,2024,6,11,1,24,0
2024-06-12,DMART_094,PRD_0659,Personal Care,Karnataka,917.0,71.0,109.0,56.0,2983.33,0.21,Sunny,Festive Discount,2457.94,Medium,2024,6,12,2,24,0
2024-06-13,DMART_023,PRD_0962,Personal Care,Maharashtra,511.0,160.0,217.0,208.0,2188.64,0.24,Cloudy,Republic Day Offer,1856.42,High,2024,6,13,3,24,0
2024-06-15,DMART_043,PRD_0429,Electronics,Andhra Pradesh,799.0,327.0,398.0,363.0,2174.43,0.31,Sunny,Republic Day Offer,1525.15,High,2024,6,15,5,24,0
2024-06-16,DMART_029,PRD_0783,Home & Kitchen,Telangana,1246.0,87.0,121.0,94.0,2053.88,0.05,Rainy,End of Month,2092.2,Medium,2024,6,16,6,24,0
2024-06-17,DMART_036,PRD_0899,Groceries,Tamil Nadu,350.0,117.0,160.0,120.0,2130.71,0.35,Humid,Summer Special,1494.95,High,2024,6,17,0,25,0
