date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality,year,month,day,day_of_week,week_of_year,promotion_flag
2022-06-17,DMART_BLR_03,PROD_00319,Sports,South,650.0,0,443,274,1484.43,0.59,Breezy,FALSE,1625.24,Low,2022,6,17,4,24,0
2024-01-25,DMART_DEL_02,PROD_00180,Clothing,North,285.0,238,299,191,1535.84,0.31,Stormy,none,1654.59,Off-season,2024,1,25,3,4,0
2023-11-01,LOCALMART_JDP_01,PROD_00269,Stationery,West,290.0,179,119,216,,0.16,Fog,1,425.06,High,2023,11,1,2,44,1
2025-05-18,AMAZON_MUM_02,PROD_00098,Kitchen,West,124.0,63,114,82,3303.93,0.34,Overcast,TRUE,3417.08,Normal,2025,5,18,6,20,1
2023-06-02,RELIANCE_LKW_01,PROD_00418,Electronics,North,80.0,32,44,54,13462.66,0.36,Mist,Diwali Sale,12881.76,Low,2023,6,2,4,22,0
2024-09-25,FLIPKART_BLR_01,PROD_00022,Book,South,829.0,238,428,170,411.22,0.03,overcast,Eid Special,555.51,Normal,2024,9,25,2,39,0
2022-08-04,LOCALMART_JDP_01,PROD_00109,beauty,West,809.0,432,728,649,999.98,0.11,Overcast,1,994.25,Medium,2022,8,4,3,31,1
2023-04-25,JIOMART_PAT_01,PROD_00027,Auto,East,219.0,118,71,85,3428.85,0.28,Rain,0,2575.85,Medium,2023,4,25,1,17,0
2022-08-30,JIOMART_PAT_01,PROD_00257,Kitchen,East,-2.0,25,47,103,2567.25,0.23,Breezy,none,3231.1,High,2022,8,30,1,35,0
2022-02-26,AMAZON_MUM_02,PROD_00004,Clothes,West,-15.0,360,1248,418,1384.52,0.44,,Holi Offer,1643.82,Low,2022,2,26,5,8,0
2022-09-19,MEESHO_KOL_01,PROD_00325,furniture,East,,229,511,269,11530.77,0.0,rain,TRUE,11533.33,Normal,2022,9,19,0,38,1
2023-05-26,Spencer_CHN_01,PROD_00266,furniture,South,678.0,246,548,189,14151.2,0.42,foggy,FALSE,18096.78,Normal,2023,5,26,4,21,0
2023-05-04,MEESHO_KOL_01,PROD_00032,furniture,East,74.0,29,32,47,8452.98,0.0,,Diwali Sale,6777.28,Average,2023,5,4,3,18,0
2023-09-21,BIGBAZAAR_NGP_01,PROD_00439,FURNITURE,West,,236,394,295,14461.15,0.0,,FALSE,16660.1,Normal,2023,9,21,3,38,0
2024-05-05,MEESHO_KOL_01,PROD_00111,Electronic,East,330.0,141,182,205,12009.06,0.22,Fog,none,13027.07,Medium,2024,5,5,6,18,0
2024-02-22,DMART_BLR_03,PROD_00389,Auto,South,,261,425,244,2730.1,0.42,Breezy,Diwali Sale,2556.65,Low,2024,2,22,3,8,0
2024-09-30,DMART_CHN_04,PROD_00306,Apparel,South,197.0,135,218,136,1074.33,0.23,Windy,FALSE,908.57,Average,2024,9,30,0,40,0
2022-04-22,AMAZON_MUM_02,PROD_00383,BEAUTY,West,335.0,173,184,179,770.04,0.43,Thunderstorm,none,885.69,Average,2022,4,22,4,16,0
2022-04-18,DMART_MUM_01,PROD_00131,Food,West,208.0,81,113,79,,0.08,STORM,Diwali Sale,379.3,Average,2022,4,18,0,16,0
2022-11-03,BIGBAZAAR_NGP_01,PROD_00149,Electrnics,West,1624.0,610,1449,597,18309.21,0.35,Mist,Christmas Sale,14332.95,High,2022,11,3,3,44,0
2024-09-06,DMART_MUM_01,PROD_00317,Food,West,583.0,185,697,186,315.6,0.34,cloudy,none,343.91,Average,2024,9,6,4,36,0
2024-12-23,DMART_BLR_03,PROD_00169,Books,South,2775.0,801,1679,669,484.82,0.34,cloudy,Diwali Sale,457.41,Peak,2024,12,23,0,52,0
2022-08-03,LOCALMART_JDP_01,PROD_00186,Fitness,West,716.0,705,839,574,26098.24,0.11,Storm,TRUE,30750.3,Medium,2022,8,3,2,31,1
2023-07-21,BIGBAZAAR_NGP_01,PROD_00425,Clothing,West,569.0,308,332,447,1067.38,0.38,Storm,FALSE,1201.36,Medium,2023,7,21,4,29,0
2023-08-20,Spencer_CHN_01,PROD_00217,Auto,South,235.0,232,178,347,2620.46,0.22,Thunderstorm,0,2937.36,Normal,2023,8,20,6,33,0
2023-01-11,JIOMART_PAT_01,PROD_00267,toys,East,714.0,346,671,365,973.71,0.09,Drizzle,0,1350.89,High,2023,1,11,2,2,0
2023-08-05,JIOMART_PAT_01,PROD_00343,Clothes,East,-16.0,161,223,157,946.22,0.29,STORM,0,958.48,Normal,2023,8,5,5,31,0
2024-11-28,AMAZON_MUM_02,PROD_00377,Furnishings,West,404.0,335,379,357,15415.1,0.24,Fog,Holi Offer,18444.24,Peak,2024,11,28,3,48,0
2022-02-07,FLIPKART_PUN_02,PROD_00081,Electrnics,West,262.0,111,217,163,15583.22,0.13,Mist,NO,12283.56,Low,2022,2,7,0,6,0
2023-02-11,AMAZON_MUM_02,PROD_00240,ELECTRONICS,West,403.0,190,437,176,16317.43,0.25,Storm,0,14706.9,Slow,2023,2,11,5,6,0
2023-05-07,MEESHO_KOL_01,PROD_00319,Clothing,East,16963.0,52,0,39,1146.84,0.28,,1,1461.47,Average,2023,5,7,6,18,1
2022-07-03,MEESHO_HYD_02,PROD_00037,Electronics,South,361.0,186,283,113,14269.32,0.13,Fog,New Year Sale,11178.71,Off-season,2022,7,3,6,26,0
2024-05-13,DMART_MUM_01,PROD_00447,BEAUTY,West,805.0,246,349,213,878.52,0.0,RAINY,Diwali Sale,1032.47,Medium,2024,5,13,0,20,0
2022-01-30,DMART_DEL_02,PROD_00309,ELECTRONICS,North,593.0,170,455,236,,0.41,Fog,NO,17644.27,Slow,2022,1,30,6,4,0
2022-01-31,FLIPKART_PUN_02,PROD_00316,HOME & KITCHEN,West,-162.0,67,49,26,3265.48,0.13,SUNNY,Diwali Sale,4246.45,Off-season,2022,1,31,0,5,0
2024-03-21,BIGBAZAAR_NGP_01,PROD_00119,AUTO,West,318.0,186,283,170,4901.31,0.2,Sunny,TRUE,5544.02,Medium,2024,3,21,3,12,1
2022-06-29,BIGBAZAAR_NGP_01,PROD_00149,Sport,West,143.0,84,145,124,24236.08,0.23,foggy,,29131.22,Low,2022,6,29,2,26,0
2022-12-04,DMART_BLR_03,PROD_00118,FURNITURE,South,683.0,348,234,359,11243.42,0.4,SUNNY,New Year Sale,10263.44,Peak,2022,12,4,6,48,0
2022-06-14,LOCALMART_JDP_01,PROD_00093,Clothes,West,548.0,212,371,294,1562.52,0.17,foggy,TRUE,1783.77,Off-season,2022,6,14,1,24,1
2025-05-05,FLIPKART_PUN_02,PROD_00463,BEAUTY,West,397.0,158,140,122,1118.95,0.34,SUN,TRUE,930.04,Normal,2025,5,5,0,19,1
2023-04-30,RELIANCE_LKW_01,PROD_00498,Elec,North,505.0,300,232,363,13630.38,0.24,sunny,Republic Day,12056.94,Medium,2023,4,30,6,17,0
2022-04-14,MEESHO_HYD_02,PROD_00302,Home,South,586.0,360,657,229,2639.12,0.4,Overcast,Navratri,2075.82,Normal,2022,4,14,3,15,0
2024-12-19,FLIPKART_PUN_02,PROD_00496,Groceries,West,,0,1637,1133,17.5,0.33,Thunderstorm,1,443.65,Peak,2024,12,19,3,51,1
2023-10-06,Spencer_CHN_01,PROD_00085,books,South,181.0,0,162,141,22.5,0.24,Foggy,TRUE,409.86,High,2023,10,6,4,40,1
2022-06-17,MEESHO_HYD_02,PROD_00451,BOOKS,South,652.0,256,741,159,423.03,0.19,,Eid Special,453.84,Slow,2022,6,17,4,24,0
2023-06-19,AMAZON_DEL_01,PROD_00340,Home & Kitchen,North,48.0,40,31,42,2154.47,0.0,Rainy,Diwali Sale,2163.53,Low,2023,6,19,0,25,0
2022-02-03,Spencer_CHN_01,PROD_00420,Groceries,South,151.0,11,68,33,365.11,0.53,Rain,0,519.57,Low,2022,2,3,3,5,0
2023-12-24,JIOMART_PAT_01,PROD_00318,Food,East,965.0,328,644,312,,0.13,Mist,Eid Special,378.75,Peak,2023,12,24,6,51,0
2023-05-05,AMAZON_DEL_01,PROD_00493,Clothes,North,581.0,223,512,299,1356.36,0.27,STORM,NO,1426.26,Medium,2023,5,5,4,18,0
2022-06-04,FLIPKART_PUN_02,PROD_00176,clothing,West,,56,72,19,1037.46,0.33,windy,Navratri,1302.04,Medium,2022,6,4,5,22,0
2024-08-18,BIGBAZAAR_NGP_01,PROD_00339,Sports,West,387.0,189,217,178,1826.0,0.34,Foggy,none,2271.47,Medium,2024,8,18,6,33,0
2023-01-10,FLIPKART_PUN_02,PROD_00436,Book,West,-46.0,99,369,122,562.11,0.37,CLOUDY,FALSE,452.63,Off-season,2023,1,10,1,2,0
2023-08-27,MEESHO_HYD_02,PROD_00312,Home & Kitchen,South,468.0,136,509,134,,0.14,Fair,Holi Offer,3001.57,Medium,2023,8,27,6,34,0
2023-03-09,DMART_CHN_04,PROD_00324,Clothing,South,444.0,273,493,304,1079.19,0.03,sunny,FALSE,1161.54,Normal,2023,3,9,3,10,0
2024-12-17,MEESHO_HYD_02,PROD_00161,Stationery,South,620.0,196,482,202,509.64,0.36,Overcast,FALSE,683.48,High,2024,12,17,1,51,0
2023-11-14,AMAZON_DEL_01,PROD_00479,Kitchen,North,124.0,44,128,45,2340.18,0.32,Storm,0,2277.52,High,2023,11,14,1,46,0
2024-07-05,AMAZON_DEL_01,PROD_00322,Clothing,North,1315.0,500,886,515,1357.39,0.29,Overcast,Diwali Sale,1834.28,Low,2024,7,5,4,27,0
2022-07-20,DMART_CHN_04,PROD_00383,Furnishings,South,344.0,300,389,435,11327.99,0.38,Fair,Diwali Sale,10810.0,Low,2022,7,20,2,29,0
2023-02-14,LOCALMART_JDP_01,PROD_00187,SPORTS,West,689.0,296,747,260,2275.34,0.04,Drizzle,Holi Offer,2607.79,Off-season,2023,2,14,1,7,0
2022-10-25,Spencer_CHN_01,PROD_00117,CLOTHING,South,78.0,0,42,48,60.0,0.39,foggy,TRUE,1175.15,High,2022,10,25,1,43,1
2022-02-07,MEESHO_KOL_01,PROD_00446,Clothing,East,319.0,100,246,152,969.86,0.27,Drizzle,FALSE,775.42,Slow,2022,2,7,0,6,0
2023-04-09,DMART_CHN_04,PROD_00038,groceries,South,357.0,135,391,197,391.63,0.0,Clear,Diwali Sale,522.11,Average,2023,4,9,6,14,0
2022-06-21,AMAZON_MUM_02,PROD_00005,Electrnics,West,333.0,157,237,224,,0.17,Rainy,NO,12111.08,Low,2022,6,21,1,25,0
2022-02-17,AMAZON_DEL_01,PROD_00098,Book,North,335.0,206,152,303,434.16,0.44,STORM,Christmas Sale,609.58,Low,2022,2,17,3,7,0
2023-06-06,AMAZON_MUM_02,PROD_00093,toys,West,,97,91,99,1312.17,0.07,Drizzle,Independence Day,981.62,Low,2023,6,6,1,23,0
2023-03-25,DMART_CHN_04,PROD_00348,Apparel,South,479.0,210,481,208,1030.48,0.16,Stormy,Independence Day,957.46,Average,2023,3,25,5,12,0
2022-01-17,BIGBAZAAR_NGP_01,PROD_00410,AUTO,West,189.0,109,63,146,3372.39,0.39,Windy,Christmas Sale,3047.79,Low,2022,1,17,0,3,0
2022-12-12,DMART_CHN_04,PROD_00457,FURNITURE,South,1181.0,0,1233,276,600.0,0.37,Sunny,New Year Sale,10841.36,Peak,2022,12,12,0,50,0
2023-08-18,LOCALMART_JDP_01,PROD_00307,Toys,West,597.0,255,180,122,1230.52,0.32,foggy,0,1076.27,Medium,2023,8,18,4,33,0
2024-08-08,MEESHO_HYD_02,PROD_00194,Apparel,South,384.0,161,428,173,1230.86,0.03,Storm,NO,1270.41,Medium,2024,8,8,3,32,0
2023-08-11,DMART_DEL_02,PROD_00228,Groceries,North,291.0,164,339,151,422.07,0.21,Fair,,505.16,Medium,2023,8,11,4,32,0
2024-08-26,LOCALMART_JDP_01,PROD_00089,Apparel,West,568.0,228,334,143,1651.0,0.39,windy,none,1491.94,Average,2024,8,26,0,35,0
2022-07-26,DMART_BLR_03,PROD_00228,BOOKS,South,660.0,549,419,414,403.54,0.05,Stormy,Navratri,422.69,Low,2022,7,26,1,30,0
2022-08-26,MEESHO_HYD_02,PROD_00126,clothing,South,385.0,148,388,126,1151.28,0.05,Windy,FALSE,1523.65,Normal,2022,8,26,4,34,0
2024-08-05,DMART_DEL_02,PROD_00076,electronics,North,110.0,32,122,-1,17420.53,0.26,foggy,,22657.25,Medium,2024,8,5,0,32,0
2024-01-01,MEESHO_HYD_02,PROD_00265,Electronics,South,101.0,39,39,63,16043.6,0.17,Wet,Eid Special,15039.71,Off-season,2024,1,1,0,1,0
2024-05-19,MEESHO_HYD_02,PROD_00012,Sports,South,451.0,195,390,227,,0.17,Breezy,FALSE,1789.63,Normal,2024,5,19,6,20,0
2023-09-05,MEESHO_KOL_01,PROD_00124,BOOKS,East,760.0,277,837,407,322.55,0.42,Foggy,Onam Festival,261.34,Normal,2023,9,5,1,36,0
2024-04-13,LOCALMART_JDP_01,PROD_00462,TOYS,West,347.0,232,409,161,916.62,0.13,Fog,New Year Sale,845.38,Medium,2024,4,13,5,15,0
2024-02-29,DMART_DEL_02,PROD_00150,Furnishings,North,326.0,110,167,150,9812.05,0.37,Fair,0,10621.98,Low,2024,2,29,3,9,0
2022-11-06,FLIPKART_PUN_02,PROD_00110,Clothing,West,1590.0,562,1644,802,1454.44,0.12,CLOUDY,TRUE,1781.03,High,2022,11,6,6,44,1
2022-09-01,MEESHO_KOL_01,PROD_00338,BEAUTY,East,278.0,101,282,89,571.81,0.24,overcast,0,482.15,Normal,2022,9,1,3,35,0
2022-11-01,FLIPKART_PUN_02,PROD_00235,automotive,West,778.0,483,370,481,,0.33,WINDY,0,41004.14,Peak,2022,11,1,1,44,0
